authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,playCount,shareCount,text,videoMeta/duration,webVideoUrl
560,ernarifai95,0,5,2025-06-14 04:48:20+00:00,34,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,180,0,Mari minum kopi bersama ,36,https://www.tiktok.com/@ernarifai95/video/7515662316759813383
41100,sipalingngide,114,80,2025-06-14 16:57:11+00:00,2112,True,Tidak Mengisi/Tidak diketahui,Purwokerto,35500,453,"Selain banyak parkir ternyata Pwt banyak candi dan artefak yah.... wkwkwk 
. 
. 
. 
. 
. 
. 
#purwokerto #banyumas #purwokertoviral #purwokertokeren #purwokerto24jam #banyumas24jam ",141,https://www.tiktok.com/@sipalingngide/video/7515850142960848134
1,herennowcoffee,1,1,2025-06-15 09:06:53+00:00,17,True,Hanoi,L'Apero Hanoi,377,0,"MSI here we comeeeeeee🥳🥳🥳🥳🥳

📍109 Trịnh Công Sơn, Nhật Tân, Tây Hồ, Hà Nội
#cÀPHÊnGAYvàLuÔN #herennowcoffee ",30,https://www.tiktok.com/@herennowcoffee/video/7516100033570147591
808,all_kausar1,81,145,2025-06-14 14:53:45+00:00,1157,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,156600,93,Membalas @sjflfkdkkkgkfkl #petanimilenial #fypシ #petanisawit #kecambahsawitunggul ,40,https://www.tiktok.com/@all_kausar1/video/7515818336727387400
43600,blackcoffee.02,436,46,2025-01-23 12:35:14+00:00,4387,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,350300,2711,#storywhatsapp #CapCut #katakata #quotes #xybca #storywa #nostalgia #iwanfals #oi #fyp #fypシ゚ #viraltiktok #foryou #foryoupage #fypage #trend #fyppppppppppppppppppppppp ,36,https://www.tiktok.com/@blackcoffee.02/video/7463088536116415750
479,ayu.ceriwis2,6,8,2025-05-25 12:54:52+00:00,32,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,9520,28,yees Setuju sekali #Fypviral #yanglagiviral #artis ,6,https://www.tiktok.com/@ayu.ceriwis2/video/7508365995732454661
40100,jtvmadiunofficial,139,178,2025-06-07 08:37:24+00:00,2620,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,123700,1525,"MAGETAN - PPU Maospati bakal dibongkar mulai 14 Juni 2025 untuk disulap jadi rest area modern.
Bangunan lama tak lagi difungsikan semestinya, kini siap jadi pusat UMKM & jajanan kreatif.
Transformasi ini ditargetkan selesai dalam 3 bulan! 💥
#Magetan #PPUMaospati #RevitalisasiMagetan #RestAreaBaru #BeritaJTV",138,https://www.tiktok.com/@jtvmadiunofficial/video/7513123762955406610
645,umi.uut.coleksion,29,20,2025-06-14 03:27:34+00:00,324,True,Tangerang Regency,TEMPAT TINGGAL,39200,14,,44,https://www.tiktok.com/@umi.uut.coleksion/video/7515641490358553861
33600,rustyreog15,32,57,2024-07-14 05:10:01+00:00,342,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,12100,13,Membalas @raha_yu5 open order di wa#97864471 #shopingonline🛍 #tiktokonlineshop #tkwhongkong🇮🇩🇭🇰 #tiktokhkongkong🇭🇰🇵🇱 ,22,https://www.tiktok.com/@rustyreog15/video/7391354347705126164
84100,jjcmabiadra,957,154,2025-06-14 05:32:45+00:00,2468,True,Kuantan,Kempadang kuantan,84900,1843,Kek Coklat moist banjir punyaaa.. serious kek dia moist & coklat banjir pun manis just nice bukan manis leting.. 🤩  📍 Kek Moist Coklat Leleh  by Haa Sweet Dessert  @ Kempadang 📌Landmark : Berhadapan  Tenun Diraja Pahang ⏰11 pagi - 7 petang #reviewikuttekaksendiri #jjcmabiadra #abiadra #abiadramakan #familyabiadra #kekmoistcoklat #coklatleleh #kekmoistcoklatlelehkuantan #kekmoistcoklatbanjir ,41,https://www.tiktok.com/@jjcmabiadra/video/7515673766341496072
4451,ngopi_co,360,367,2025-06-14 12:03:58+00:00,4779,True,Tidak Mengisi/Tidak diketahui,Malang Regency,98200,1631,eh eh eh sopo kuiii@karina karin #ngopico #ngopisore #ngopiyuk #malang #suwaru #nyore #ngopisantuy #ngopi #ngopipagi #ngopimase #ngopimaszeh #tempatngopiviral #kopisusu #kopimalang #waduksuwaru #viral #kopi #kopikenangan #kopihitam #kopiviral #sunset #senja ,22,https://www.tiktok.com/@ngopi_co/video/7515774579688754440
149800,emeraldhomedecor.id,1232,445,2024-12-20 07:29:32+00:00,16300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,555300,1999,Ramaikan dan segera daftar untuk hadir di pembukaan bazar tgl 21 Desember 2024 ya.. #bazaarfurniture #semarakbazaarmebel #semarakbazaarmebelponorogo #semarakbazaarmebel2024 #tokomebelponorogo #emerald #emeraldhomedecor #tokomebelemerald #tokomebelmurah #mebelponorogomurah #bazaarmebel #tokomebel ,38,https://www.tiktok.com/@emeraldhomedecor.id/video/7450392835544681734
82800,emaddernegimcom,44,71,2025-06-14 19:32:58+00:00,607,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,33000,134,Kamu iscisi açlik sinirinda çalisiyor bu ülke icin cok ayip bir durum!!!Asla yakışmayan devletimizin itibarına yakışmıyor 7 aydır toplu sözleşmeye oturmayan ak parti hükümeti sonunda öyle bir teklif yaptı ki işçiye adeta hakaret etti işçiye yüzde 16 zam teklifi utanç vericidir ve sendikalar derhal ivedilikle grev hakini mutlaka kullanmalıdır işci bu ülkenin en önemli calisanidir isci olmasın kamuyu pislikten gecilmezdi!!!Kamuİşçisi Grevİstiyor @hakiskonf @turkiskonf#kamuişcisi#ergunatalay#girev#hukumet#chp#sondakikahaberleri ,174,https://www.tiktok.com/@emaddernegimcom/video/7515890277962255624
15200,dellaabeliaa,91,20,2025-05-22 16:49:32+00:00,646,True,Surakarta City,Kopi Kenangan - Solo Paragon,172400,61,#kopikenangan #kopi #ngopi ,18,https://www.tiktok.com/@dellaabeliaa/video/7507313212547763512
2329,uniekya,4,0,2025-04-17 09:21:26+00:00,9,True,Banyumas Regency,Kopi Kenangan - Ruko Sokaraja,3664,2,"Ngopi tiap hari tanpa takut boncos, cuma jadi 13ribuan aja !! Langsung klik lokasi untuk pemesanannya #kopikenangan #kopikenanganvoucher #promokopi #promotiktok #sokara #fyp ",8,https://www.tiktok.com/@uniekya/video/7494209753292295431
591,gendhishanika,5,11,2025-05-21 16:30:47+00:00,96,True,Jakarta,Kopi Kenangan - Pasar Jaya Teluk Gong 2,6069,16,"cuma 12ribu😱, WOWWW BANGET. Kapan lagi ngopi yg berkualitas harga pas dikantong, gk bikin kantong bolong guyss, 🤤🤗☕#kopikenangan #kopikenanganmantan #kopi #promo #qpon ",17,https://www.tiktok.com/@gendhishanika/video/7506937299842632965
185700,anittamaryam,14,2,2025-05-22 05:20:02+00:00,175,True,Sumedang,Kopi Kenangan - Jatinangor Town Square,45400,6,Tag lokasi berlaku buat semua outlet ya #tiktokgo #kopikenangan ,7,https://www.tiktok.com/@anittamaryam/video/7507135495034522885
54,stvrlinghtt_71,1883,37,2025-05-16 07:32:38+00:00,22700,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,162100,1567,stres dikit kopiii #kopikenangan #fyppppppppppppppppppppppp #fypforyou ,19,https://www.tiktok.com/@stvrlinghtt_71/video/7504943195671809298
188,mamazha_,0,1,2025-05-21 01:53:11+00:00,8,True,Kediri City,Kopi Kenangan - Ruko Hayam Wuruk Kediri,644,0,Tempat e selalu nyaman #kopikenangan #voucherkopikenangan #kulinerkediri ,14,https://www.tiktok.com/@mamazha_/video/7506711140035038482
5697,sizhappy,1,0,2025-05-31 12:33:42+00:00,10,True,Jakarta,Kopi Kenangan - Pertamina Gatot Subroto,314,0,#foryou #kopikenangan #fyp #fypシ゚ ,15,https://www.tiktok.com/@sizhappy/video/7510587048479231238
23500,luckqueen.noey,2,2,2025-05-20 14:28:55+00:00,21,True,Jakarta,Kopi Kenangan - Sudirman Park,5305,14,Bukan Sekedar Ngopi Tapi Ada Kenangannya Juga🥰 #kopikenangan #kopikenanganvoucher #kopikenangansudirman  #kopikenanganjakarta ,20,https://www.tiktok.com/@luckqueen.noey/video/7506534805329218821
2033,loisya18,17,0,2025-05-21 03:20:09+00:00,229,True,Bitung,"Kopi Kenangan, Ruko Wolter Monginsidi Bitung",5134,10,#kopikenangan  #seninselasa  #beli1gratis1✅  #rekomendasi  #tempatnongkrong  #girianbitung ,33,https://www.tiktok.com/@loisya18/video/7506733538650148102
27800,andrian.224,424,67,2025-06-04 15:11:15+00:00,2562,True,Tidak Mengisi/Tidak diketahui,Brebes Regency,78300,472,Membalas.    Andrian..224.        lihat #kopikenanganvoucher  🙏.                  banyak ,60,https://www.tiktok.com/@andrian.224/video/7512111992136568120
12500,wisnuuujm,12,11,2025-05-21 09:59:33+00:00,542,True,Pekanbaru,Kopi Kenangan - Ruko Hang Tuah Ujung,8177,10,Gass buruan Sebelum kehabisan #kopi #kopikenangan #promokopikenangan ,12,https://www.tiktok.com/@wisnuuujm/video/7506836474059443512
2338,wiespill,60,6,2025-04-23 08:06:56+00:00,487,True,Pekanbaru,Kopi Kenangan - Ruko Panam Pekanbaru,132900,41,tau gitu  beli lewat tiktok aja😭 #fyp #kopikenangan #kopikenanganvoucher #murahbanget ,6,https://www.tiktok.com/@wiespill/video/7496417064622574903
11,macchiato2811,3,1,2025-05-29 12:39:41+00:00,17,True,Manado,Kopi Kenangan - Ruko Bahu Manado,1420,1,KALO BUAT KOPI ADA!!!! #jawara #kopken #kopikenangan ,10,https://www.tiktok.com/@macchiato2811/video/7509846426785025336
2223,lisamaharani45,0,1,2025-05-19 13:39:40+00:00,8,True,Cilegon,Kopi Kenangan - Cilegon Centre Mall,1056,1,#kopipromo #kopikenanganvoucher #kopikenangan #ccm,19,https://www.tiktok.com/@lisamaharani45/video/7506151020699897144
652,_ayayayee,8468,619,2025-05-04 06:34:35+00:00,131300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,821900,5416,creamy aren latte cinta mati🤎🫰🏻lop lop kopken#kopikenangan ib:kk di fyp,25,https://www.tiktok.com/@_ayayayee/video/7500475182205750583
122,rhadittrgn,2,7,2025-05-19 11:44:38+00:00,49,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,2487,1,#velocity #trend #fypシ #fyppppppppppppppppppppppp #kopikenangan ,13,https://www.tiktok.com/@rhadittrgn/video/7506121364915408133
66,tionalie,10,0,2025-04-21 05:42:41+00:00,40,True,Sukabumi City,Kopi Kenangan - Ruko Graha Siliwangi Sukabumi,12000,10,Beli 1 Gratis 1 #kopikenangan #fyp @Kopi Kenangan ,22,https://www.tiktok.com/@tionalie/video/7495637715745180933
3967,promotiktokrf4747,0,2,2025-05-01 12:40:53+00:00,7,True,Kediri City,"Kopi Kenangan, Ruko Wachid Hasyim Kediri",776,1,PROMO KOPI KENANGAN RUKO WACHID HASYIM KEDIRI #fyppppppppppppppppppppppp  #kediri24jam  #kediri  #kopikenangan  #viral  #kuliner ,9,https://www.tiktok.com/@promotiktokrf4747/video/7499456340977356038
1035,seraffinacollection,2,3,2025-05-18 01:56:15+00:00,7,True,Bekasi Regency,Kopi Kenangan - Pertamina Cibitung Bekasi,2623,4,kopi kenangan cuma 13.000 kalau kamu beli lewat voucher tik tok.  #kopikenangan #kopikenanganpertamina ,14,https://www.tiktok.com/@seraffinacollection/video/7505598660613360903
1740,sumin_amy25,0,0,2025-05-17 04:44:02+00:00,16,True,Tangerang City,Kopi Kenangan - Ruko Puri Beta,3987,3,kopi kenangan #vouchertiktok #kopikenangan #ciledug ,15,https://www.tiktok.com/@sumin_amy25/video/7505270799348059397
36300,ringgicandra,9,1,2025-05-16 13:14:04+00:00,95,True,Kediri City,Kopi Kenangan - Ruko Hayam Wuruk Kediri,10600,2,"Paling bener beli kopken lewat tiktok sih.. promonya banyak, ngopi g lagi mahal skrng ‼️ #fyp #foryoupage #kediri24jam #kopikenangan #promotiktok #kedirilagi ",23,https://www.tiktok.com/@ringgicandra/video/7505031179951754504
3690,kuynomnom,82,131,2025-05-19 10:14:01+00:00,1517,True,Banda Aceh City,Kopi Kenangan - Pertamina Lamnyong Aceh,83600,2376,Gabasar buat ngops 🫵🏼🫵🏼 di @Kopi Kenangan #lhokseumawe #kopikenanganvoucher #kopikenanganlhokseumawe ,6,https://www.tiktok.com/@kuynomnom/video/7506098015334075654
79,delarsitaa,2,1,2025-05-17 09:21:57+00:00,26,True,Samarinda,Kopi Kenangan - Ruko M Yamin Samarinda,833,1,rumah kedua😃 #kopikenangan,15,https://www.tiktok.com/@delarsitaa/video/7505342440383974662
5166,linaanurindah,4,1,2025-05-14 13:55:13+00:00,27,True,Jakarta,Kopi Kenangan - Kalibata City,1221,5,Solusinya adalah minum kopi🤝 #kopikenangan #kopi #kopihitam #kopiviral #kopisusu #kopikenanganmantan #caramel #americano #quotes #quotestory #quoteoftheday #sadstory #sadvibes #positivevibes #corporatelife #fyp #fyppppppppppppppppppppppp ,25,https://www.tiktok.com/@linaanurindah/video/7504299612002438407
3573,nledydiana,14,8,2025-05-15 13:25:28+00:00,173,True,Garut Kota,Kopi Kenangan - Ruko IBC Garut,18900,16,Kalian bisa redeem voucher nya di outlet kopi kenangan manapun😍 #tiktokgo #kopikenangan #fyp #masukberandamuu #affilatemarketing #komisi #diskon #konten #garut ,14,https://www.tiktok.com/@nledydiana/video/7504663034887933192
103600,tphong_2005,21500,988,2023-10-23 00:51:31+00:00,132300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,2200000,2206,Tập 136 | Cafe không đuờng #tphong05 #rap #chill #music #tamtrang #xh #xuhuong #,56,https://www.tiktok.com/@tphong_2005/video/7292950138304171265
13100,karuniajaya.pentol,103,121,2025-05-12 09:11:11+00:00,383,True,Pasuruan Regency,Karunia Jaya Pentol,22300,94,"Ayo dodolan dirumah dulur. Paket bisnis hanya 1,5Jt saja, langsung bisa jualan.. 😍 #pentol #karuniajayapentol #fyppppppppppppppppppppppp #fypシ゚viral🖤tiktok #bakso #baksoviral ",39,https://www.tiktok.com/@karuniajaya.pentol/video/7503484210859101446
154,otak.otak.ratu,43,8,2025-06-14 05:36:43+00:00,305,True,Tidak Mengisi/Tidak diketahui,Cirebon,14100,44,Otak otak ratu cuma 10k bisa bikin kenyang krn sebanyak ituuu cocok nih buat yang plg sekolah trs lapar😻🫶🏻  #cirebonpride🏴‍☠️ #foryou #fypシ゚ #berandatiktok #viraltiktok #fyppppppppppppppppppppppp #otakotakratu #jajananviral #cirebonjeh #cirebontiktok ,67,https://www.tiktok.com/@otak.otak.ratu/video/7515674757694606598
2020,mpi_frozenfood,41,39,2025-06-09 04:03:05+00:00,164,True,Jakarta,Jajanan Mba Fidah,14600,6,Restock cokelat & siapkan pesanan 🥰 #creatorsearchinsights #fyp #jajanandinginmbafidah #eskulkul #cengkarengtimur #CapCut #coklat ,78,https://www.tiktok.com/@mpi_frozenfood/video/7513795226159303941
2539,pamanpisang,51,44,2025-06-11 22:59:36+00:00,579,True,Central Hulu Sungai Regency,PISANG KEJU WIJEN,32300,75,#fyplagi #musikviral #beradafypシ #masukberanda #usahafranchise #fnb #paketusaha #fyppppppppppppppppppppppp ,21,https://www.tiktok.com/@pamanpisang/video/7514830266112740626
502,lova_franscoize,0,0,2025-06-14 01:36:52+00:00,2,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,102,0,Coffee story #hongkong #indonesia🇮🇩 #fyppppppppppppppppppppppp #ffypシ #anakrantau #semuapengikutiktok ,30,https://www.tiktok.com/@lova_franscoize/video/7515612964762832184
94900,nanarubyyyy,119,38,2025-06-16 03:54:10+00:00,3010,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,39000,2151,,15,https://www.tiktok.com/@nanarubyyyy/video/7516390529098059026
1209,stevenalannn,1000,299,2025-04-27 06:52:23+00:00,8782,True,Bandar Lampung City,Kopi Kenangan - Ruko Ahmad Yani Lampung,1800000,620,Ngopi Hemat Lewat Tiktok 😁 #kopikenangan #kopi #promotiktok #nikmatikenangannya #kopikenanganmantan #americano ,30,https://www.tiktok.com/@stevenalannn/video/7497882198134099218
65500,awlvina,2,2,2025-06-06 10:08:31+00:00,38,True,Medan Area,Kopi Kenangan - Irian Supermarket Marelan,4446,1,Ngopi harga normal❎️ Ngopi harga promo✅️ yuk klik tag lokasi di viduo sekarang🥰 #kopikenangan #kopikenanganmantan #kopigulaaren #promogajian,9,https://www.tiktok.com/@awlvina/video/7512776152679845127
2138,nur_apipah,1,1,2025-05-15 10:21:49+00:00,8,True,Tangerang Regency,Kopi Kenangan - Telaga Bestari,2130,2,"beli kopi kenangan pake voucher tiktok, cek di tag lokasi cuma 10ribuan lohh 😍 #fyp #kopikenangan #ngopi ",9,https://www.tiktok.com/@nur_apipah/video/7504615708047740168
4814,lannytan05,3,5,2025-05-01 11:50:24+00:00,12,True,Cimahi,Kopi Kenangan - Ruko Padasuka Cimahi,3946,1,"502.3 Kopi kenangan, nongki2 nyantai gak harus mahal.#kopikenangan #kopi #kopikekinian ",12,https://www.tiktok.com/@lannytan05/video/7499443339876437266
3131,yusiagustina94,92,9,2025-05-14 03:39:20+00:00,518,True,Tangerang City,Kopi Kenangan - Tangerang City Mall,206100,51,Buruan serbu kopi kenangan di outlate terdekatmu sekarang 🫶 #kopikenangan #pecintakopi #promotiktok #kulinertiktok #kuliner #kopi #fyp ,7,https://www.tiktok.com/@yusiagustina94/video/7504140894992600325
6775,keluargaabi,1,1,2025-06-04 15:00:04+00:00,7,True,Bogor Regency,Kopi Kenangan - AEON Mall Sentul City,411,0,Untuk dapatkan promo Kopi Kenangan bisa klik lokasi pada video ini ya😁 #kopikenangan #kopi #promotiktok #tiktokgo #minumanviral #minumansegar ,11,https://www.tiktok.com/@keluargaabi/video/7512109105591487749
27000,hadikancil4468,1,4,2025-06-03 10:34:07+00:00,46,True,Banjarbaru,Kopi Kenangan - Q Mall Banjarbaru,2070,5,kopi kenangan tempat nongkrong yang asyik #satukontentiaphari #kopikenangan #fypageシ ,15,https://www.tiktok.com/@hadikancil4468/video/7511669488610249992
1223,drivermuda24__,1,0,2025-06-07 19:26:49+00:00,26,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,423,0,Butuh proses,21,https://www.tiktok.com/@drivermuda24__/video/7513291107908799752
2895,sarah.sarah.alfatih,12,2,2025-06-13 06:12:46+00:00,28,True,Balikpapan,Kopi Kenangan - E WALK BALIKPAPAN,8307,2,Order ditiktok lebih murah. Klik lokasi untuk dapetin promonya . #masyaallahtabarakkallah  #allahummabarik #promokopikenangan #promokopi #promokopikenangantiktok #promotiktokkopikenangan #promokopikenanganbalikpapan #discountkopikenangan  #kopikenangan #discountkopikenanganbalikpapan #promokopikenanganbalikpapan #kopikenanganewalk #fyp #fypシ゚viral ,22,https://www.tiktok.com/@sarah.sarah.alfatih/video/7515312981241056518
746,_poyly,2,8,2025-06-02 13:56:40+00:00,22,True,Tidak Mengisi/Tidak diketahui,Tomohon,2068,43,"guys ada yg baru nih di Kota Tomohon,🫶🫶 Tag ngni pe bestie' Krna  'Kopi Kenangan' so ada di Tomohon ,☘️☘️ #tomohon #kopikenanganmantan #viralvideo #videoviral #tiktok #fypシ゚ #fyppppppppppppppppppppppp #CapCut #fyp #tiktokviral ",19,https://www.tiktok.com/@_poyly/video/7511350588987297080
2515,mom_nadine1,2,0,2025-06-03 18:21:57+00:00,18,True,Bekasi City,Kopi Kenangan - RS Primaya Bekasi Utara,662,0,#kopikenangan #rsprimayabekasiutara ,37,https://www.tiktok.com/@mom_nadine1/video/7511790044064009478
1727,_qillamaniezz,64,21,2025-06-05 11:14:05+00:00,1212,True,Muaro Jambi,"Kopi Kenangan, Ruko UNJA Jambi",29200,190,Assikin#kopikenangan #fyppppppppppppppppppppppp #jambi ,9,https://www.tiktok.com/@_qillamaniezz/video/7512421958055710008
4211,srikandi.pkh,2,3,2025-06-02 10:09:25+00:00,20,True,Medan Area,"Kopi Kenangan, Gatot Subroto Medan (Drive Thru)",626,0,#kopikenangan  #kopimantan  #kopkenindonesiano ,9,https://www.tiktok.com/@srikandi.pkh/video/7511292024239279366
9353,tataalvaro_,113,15,2024-08-11 12:39:22+00:00,1701,True,Banyumas Regency,Kopi Kenangan - Ruko Suharso Purwokerto,502100,33,"Punya uang 8K, bisa beli Americano Kopi Kenangan! #kopikenangan #americano #TTPetualangPro ",14,https://www.tiktok.com/@tataalvaro_/video/7401860556010818821
204,bang_f3bryyy,3,0,2023-12-21 14:20:34+00:00,20,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,4421,8,.#CapCut #kopikenangan #kopipahitku☕👌😘 #tentangkopi #kopidanrokok #storywa #quoteskopi ,14,https://www.tiktok.com/@bang_f3bryyy/video/7315052711978847494
6912,raniiies,20,8,2025-05-30 03:27:48+00:00,141,True,Depok,Kopi Kenangan - Ruko Gandul,23600,41,Gajiann tetep hematt nihh🤭📍📍klik beli ditag lokasi buat dapetin promonya yaa #kopikenangan #kopikenanganmantan #fyp #fyppppppppppppppppppppppp #viralvideo #promotiktok ,15,https://www.tiktok.com/@raniiies/video/7510075273354792199
18900,kakfitaaa,3,3,2025-05-30 16:15:26+00:00,43,True,Surakarta City,Kopi Kenangan - Stasiun Solo Balapan,6615,12,#kopikenangan #kopi #kopihitam #fyp ,17,https://www.tiktok.com/@kakfitaaa/video/7510273103063272760
610,ohtibbiee,832,77,2025-05-28 05:54:43+00:00,12900,True,Depok,Kopi Kenangan - Margo City Depok,1300000,630,Promo Kopken cuman 1k aja🤩 #kopikenangan #kopken #kopi #promohariini #diskon #hematbanyak #hariini #depok #jabodetabek ,10,https://www.tiktok.com/@ohtibbiee/video/7509370953705524486
50,vinaaanyaaa,2,0,2025-05-29 10:52:03+00:00,11,True,Banjarmasin,Kopi Kenangan - Ruko Brigjen Hasan Basri Banjarmasin,1372,1,klikkk lokasi biar lebih murcee🤭 #kopikenangan #banjarmasin ,24,https://www.tiktok.com/@vinaaanyaaa/video/7509818684140014853
1154,rrirry1,53,11,2025-05-28 09:01:43+00:00,976,True,Jakarta,Kopi Kenangan - Mall Kelapa Gading 3,163400,53,#kopikenangan #diskonkopikenangan #voucherkopikenangan #fyp ,11,https://www.tiktok.com/@rrirry1/video/7509419163094502664
1303,tassya_jajan,0,0,2025-05-25 11:12:56+00:00,12,True,Padang,Kopi Kenangan - Pertamina 14.251.583 Khatib Sulaeman Padang,4844,0,"Promo Kopi Kenangan Promo Tiktok gak ada habisnya. Kopi Kenangan gak mau kalah, pengen ngasih promo juga untuk warga tiktok. dimanapun mamu berada, kamu bisa nikmati promo tiktok koi kenangan dengan klik tag lokasi di kiri bawah, nanti akan di arahkan tiktok langsung ke outlet terdekat dari kamu #padang #wargapadang #tiktokgo #promotiktokcheck #tassyajajan #kopikenanganvoucher #kopikenanganterdekat #promotiktok #promokopikenangantiktok #promokopikenangan #kopikenanganpromo #kopikenangan #khatibsulaimanpadang ",24,https://www.tiktok.com/@tassya_jajan/video/7508339730451401992
6192,dhinyshishukhashi,8,4,2025-05-27 02:57:22+00:00,33,True,Serang City,Kopi Kenangan - Mall of Serang,7785,5,bisa semua outlet kopi kenangan  #kopikenangan #kopi #promotiktok #vochertiktok ,12,https://www.tiktok.com/@dhinyshishukhashi/video/7508954188349476114
1385,mama_leosky,6,2,2025-05-06 14:15:33+00:00,19,True,Semarang City,Kopi Kenangan - Paragon Mall Semarang,4055,19,Membalas @ulfa afida  Asli beb wajib coba‼️ Buruan tukarkan voucher : 1. Klik Tag Lokasi 2. pilih menunya 3. Bayar dan dapatkan kode QR 4. Tukarkan ke cabang terdekat ya.  #promokopikenangan#kopikenanganparagonmallsemarang#ngopisantuy#fypシ゚  ,11,https://www.tiktok.com/@mama_leosky/video/7501336173923634450
1100000,laguindiaenak,0,0,2025-06-16 09:58:12+00:00,47,True,Bekasi Regency,Kopi Kenangan - Ruko Grand Wisata Bekasi,990,0,Kopi kenangan favorit bgt,13,https://www.tiktok.com/@laguindiaenak/video/7516484339190762757
480,toetoewin7,0,2,2025-06-10 14:17:53+00:00,46,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,535,1,#CapCut #pyinoolwin #coffeelover #gumkinocafe ,18,https://www.tiktok.com/@toetoewin7/video/7514324755852332306
7898,tiandeh__,165,31,2025-06-16 05:22:36+00:00,1547,True,Tidak Mengisi/Tidak diketahui,Surabaya,28600,1150,#cafesurabaya #surabaya #placetogo #tempatnongkrong #surabayatiktok #fyp #surabayaviral #surabayahitz #surabayapusat #surabaya24jam #kopikenangan ,15,https://www.tiktok.com/@tiandeh__/video/7516413307004194104
417,alma.diary,126,68,2025-06-15 08:14:42+00:00,804,True,Jakarta,Kopi Kenangan - Ruko Jalan Tebet Raya,20300,120,September 2021 lalu Kopi Kenangan meluncurkan tumbler BTS x Built New York Project. Awal keluar harganya Rp 699k per tumbler. Mulai Mei 2025 ini ada Parade Merchandise dengan penawaran spesial 🤗 Beli 1: Diskon 50% Beli 3: Diskon 75% Normal Price: Rp 669k-Rp 699k Wah jadi lebih terjangkau ya! Yuk kunjungi outlet Kopi Kenangan terdekat& lengkapi koleksi Tumbler BTS x Built NY ,40,https://www.tiktok.com/@alma.diary/video/7516086586300304647
7484,bumnswastaa,5,20,2025-06-14 04:37:53+00:00,64,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,6130,6,Dibutuhkan segera..  #kopi #kopibubuk #kopikenangan #loker2025 #lokerterbaru #lokerindonesia #foryou #zxycba #foryoupage ,12,https://www.tiktok.com/@bumnswastaa/video/7515659628198366471
417,alma.diary,126,69,2025-06-15 08:14:42+00:00,804,True,Jakarta,Kopi Kenangan - Ruko Jalan Tebet Raya,20300,120,September 2021 lalu Kopi Kenangan meluncurkan tumbler BTS x Built New York Project. Awal keluar harganya Rp 699k per tumbler. Mulai Mei 2025 ini ada Parade Merchandise dengan penawaran spesial 🤗 Beli 1: Diskon 50% Beli 3: Diskon 75% Normal Price: Rp 669k-Rp 699k Wah jadi lebih terjangkau ya! Yuk kunjungi outlet Kopi Kenangan terdekat& lengkapi koleksi Tumbler BTS x Built NY ,40,https://www.tiktok.com/@alma.diary/video/7516086586300304647
81600,ninilll_123,27,18,2025-06-15 05:39:36+00:00,274,True,Kebumen,Sruweng,6256,24,#kopikenangan #mylove #vedeoviral #tik_tok #fypシ゚  #👌👌👌 #💪💪💪 #❤️❤️❤️❤️❤️ ,60,https://www.tiktok.com/@ninilll_123/video/7516046613169655047
1014,mai_kaewprasret,573,246,2025-06-13 20:38:22+00:00,21300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,217800,505,#เขียนให้ลืมเธอ #sunshine @ICE TITLE ,28,https://www.tiktok.com/@mai_kaewprasret/video/7515536035405745426
984,kopikultura,3,0,2025-06-15 10:12:50+00:00,105,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,7439,12,Ketika gen z jualan🤣😭 . . . #coffeeaddict #coffeshop #coffeshoptabanan #taban #tabananbali #tabanankota #tabananupdate #fyppppppppppppppppppppppp #coffeetiktok #coffeelover #coffe ,15,https://www.tiktok.com/@kopikultura/video/7516117020543323448
